Feb. 8, 2003   12:28:11
差分脉冲伏安法
File: c:\users\京津冀\desktop\四种水样\ws-ag-1.txt
Data Source:  Experiment
Instrument Model:  CHI660C
Header: 
Note: 

Init E (V) = -1
Final E (V) = 1
Incr E (V) = 0.004
Amplitude (V) = 0.05
Pulse Width (sec) = 0.05
Sample Width (sec) = 0.0167
Pulse Period (sec) = 0.2
Quiet Time (sec) = 2
Sensitivity (A/V) = 1e-4

Ep = -0.684V
ip = -2.888e-8A
Ap = -2.402e-9VA

Ep = 0.040V
ip = -6.223e-6A
Ap = -1.647e-7VA

Potential/V, Current/A

-0.232	-6.353e-7
-0.228	-6.332e-7
-0.224	-6.329e-7
-0.220	-6.300e-7
-0.216	-6.298e-7
-0.212	-6.276e-7
-0.208	-6.272e-7
-0.204	-6.272e-7
-0.200	-6.256e-7
-0.196	-6.244e-7
-0.192	-6.243e-7
-0.188	-6.236e-7
-0.184	-6.235e-7
-0.180	-6.228e-7
-0.176	-6.223e-7
-0.172	-6.225e-7
-0.168	-6.208e-7
-0.164	-6.221e-7
-0.160	-6.223e-7
-0.156	-6.222e-7
-0.152	-6.221e-7
-0.148	-6.236e-7
-0.144	-6.234e-7
-0.140	-6.263e-7
-0.136	-6.269e-7
-0.132	-6.281e-7
-0.128	-6.286e-7
-0.124	-6.301e-7
-0.120	-6.312e-7
-0.116	-6.301e-7
-0.112	-6.324e-7
-0.108	-6.335e-7
-0.104	-6.319e-7
-0.100	-6.331e-7
-0.096	-6.314e-7
-0.092	-6.313e-7
-0.088	-6.314e-7
-0.084	-6.328e-7
-0.080	-6.321e-7
-0.076	-6.325e-7
-0.072	-6.338e-7
-0.068	-6.346e-7
-0.064	-6.382e-7
-0.060	-6.405e-7
-0.056	-6.432e-7
-0.052	-6.482e-7
-0.048	-6.503e-7
-0.044	-6.552e-7
-0.040	-6.611e-7
-0.036	-6.670e-7
-0.032	-6.771e-7
-0.028	-6.850e-7
-0.024	-6.957e-7
-0.020	-7.088e-7
-0.016	-7.228e-7
-0.012	-7.402e-7
